scan_id,scan_time,protocol,local_ip,local_port,remote_ip,remote_port,tx_queue,rx_queue,inode,state,PID,process,checksum,item_id
0,2023/04/12 04:04:18,tcp,0.0.0.0,49667,0.0.0.0,0,0,0,0,listening,2364,svchost.exe,10bffeac3f61e2166456c798b0492a86c4441a75,00c24610f9dfd4c9a59511c25aa6a36b5b55f375
0,2023/04/12 04:04:18,udp,0.0.0.0,52485,,0,0,0,0, ,16616,Teams.exe,0ef33cce12b623867f9537e8c57f997fada6a9ad,036662e59930e8336fe09ce6bc365dda38a162cc
0,2023/04/12 04:04:19,tcp6,::,135,::,0,0,0,0,listening,1340,svchost.exe,dd742487e090720cd8c93636e4d029f894b1e54c,094b9de99b561a8a9c435f641787b26db0fa5f98
0,2023/04/12 04:04:19,tcp,0.0.0.0,808,0.0.0.0,0,0,0,0,listening,4244,OneApp.IGCC.WinService.exe,0fc47596ba0ed3d0d289f8bf3d632529224a66aa,09d86ee59d739896c7f534bdd14746aff1bf0e62
0,2023/04/12 04:04:19,tcp,0.0.0.0,445,0.0.0.0,0,0,0,0,listening,4,System,481fa26d857363b78f4f3f586816a2bca324560a,120ef3368b130c7432e4ee29d7ae502fb6767d10
0,2023/04/12 04:04:19,tcp,0.0.0.0,49666,0.0.0.0,0,0,0,0,listening,1696,svchost.exe,fcb25522601ac45c1e8c918561453ba3bf26c43c,13b5ba4bdc3830ce3bcc339c6d425342dfae1697
0,2023/04/12 04:04:19,udp6,::1,1900,,0,0,0,0, ,6320,svchost.exe,23b61aba96702ed4f8e66935ad4789ab34e91211,1929fb77051b0a4df82fbcbbf425c0dcfdd4e52f
0,2023/04/12 04:04:19,udp6,fe80::7770:8188:20fd:f6bb,2177,,0,0,0,0, ,740,svchost.exe,bd176cdd711911e9798b48af1669858fcae5335d,197934793a5b0e81fd5a55a0efc248b8e20f8774
0,2023/04/12 04:04:19,udp6,::,5355,,0,0,0,0, ,2384,svchost.exe,aa04c3ab408d828d8761177f4b5ad176f49671e6,213612efe23c016cfb5385649212cda824f1dfde
0,2023/04/12 04:04:20,tcp,0.0.0.0,7070,0.0.0.0,0,0,0,0,listening,15464,AnyDesk.exe,4f2d8a07d80f03959ad343eacc26b0c488c48681,294c6cecc27365b831e43732860c1faf399a260a
0,2023/04/12 04:04:20,tcp,0.0.0.0,49668,0.0.0.0,0,0,0,0,listening,3580,spoolsv.exe,b45eb6d0df1010c42680d72636dd34ea5eb8c378,2c924802fe5c2d1fba335438ef81ba293d6c5e12
0,2023/04/12 04:04:20,tcp6,::,808,::,0,0,0,0,listening,4244,OneApp.IGCC.WinService.exe,d8f66d634ce419ad28c365b59a943b3be916cead,2d44ac70881adb1f0217949745becb7a7ab8d32e
0,2023/04/12 04:04:20,udp,127.0.0.1,1900,,0,0,0,0, ,6320,svchost.exe,a2eff89207c8c4ad30d984f5c13a26bfbfcdf261,3163f1dc5b5c7abc5d2b3eb0f228d8858603fe4e
0,2023/04/12 04:04:20,udp,0.0.0.0,56298,,0,0,0,0, ,16616,Teams.exe,a9be5d8be161afc0bb600dae892bbadc46f70f2a,42902b072effce5c4eea281746a77cd85460629d
0,2023/04/12 04:04:20,tcp,192.168.100.20,139,0.0.0.0,0,0,0,0,listening,4,System,1255dd8f531ad5b17d1aef58912af3b2532b0510,473e30383c2a802e6bb3f40ea93b1edbd99a8bcc
0,2023/04/12 04:04:21,udp,192.168.100.20,137,,0,0,0,0, ,4,System,1e639598c514185371bb6ccc2fdf614163999023,48c4b653b0c24e1ff0b46c2e9f6530fbcfee0e50
0,2023/04/12 04:04:21,tcp,0.0.0.0,49665,0.0.0.0,0,0,0,0,listening,972,wininit.exe,bcccb8b1a8d98c12856b57e832dc4fc1a0e2d23d,5062fd9d3e87cbe747bd2510b66b127ddf2c8bac
0,2023/04/12 04:04:21,tcp6,::,49665,::,0,0,0,0,listening,972,wininit.exe,d8dc809ec6ee8042b083e9384cd97b48a9e410c6,50f1542c0b047f03949edf289ec9c8377c2b4ad2
0,2023/04/12 04:04:21,tcp6,::,49670,::,0,0,0,0,listening,680,services.exe,cd898cc6e28984572f07107ebfaad6a8dbac42e0,7687a700076c01eea98424a6acb60e4ee5e52128
0,2023/04/12 04:04:21,udp,192.168.100.20,138,,0,0,0,0, ,4,System,0716c12e3735cae4699333bb336a1ec7fb161126,779bc79c2992ef230cf3e439f81fc483b1394218
0,2023/04/12 04:04:21,tcp6,::,49664,::,0,0,0,0,listening,1044,lsass.exe,7079d91dacc4835d5e8729605dc01717bdec9e7b,780444cdd6b94639213b829135e8ab7bcf999161
0,2023/04/12 04:04:21,udp6,::,56298,,0,0,0,0, ,16616,Teams.exe,f494b19a0a950ad431656d484c17b985b9c06612,7866ebaf28c2c630a9142a4bef98c3ebf9aaafd9
0,2023/04/12 04:04:22,tcp6,::,49666,::,0,0,0,0,listening,1696,svchost.exe,d45d3f18e3cba62c06361c8066fd9950c2aca11f,796c943d7b9e29e42293e5431fcf6356a43b657e
0,2023/04/12 04:04:22,tcp,0.0.0.0,49664,0.0.0.0,0,0,0,0,listening,1044,lsass.exe,68227dd9bc7cd8db1653f6c9ab229d19b1f30d83,7baa138dcdadcced88c737cb9e9e4076f5ac2f23
0,2023/04/12 04:04:22,udp,0.0.0.0,50001,,0,0,0,0, ,15464,AnyDesk.exe,eb363dce9e689ee9c4105dc7c9577529a37643db,83055bbc15f6256afb27a98db5908a6360e1916b
0,2023/04/12 04:04:22,udp6,::,52485,,0,0,0,0, ,16616,Teams.exe,5cc724ae08298c1d61fc1accd989d27ad81da4dc,9c42f4e949dcb757dc49718f1fe77f568b70209b
0,2023/04/12 04:04:22,tcp,0.0.0.0,49670,0.0.0.0,0,0,0,0,listening,680,services.exe,0050a73cc255ad2b69ffe9f3603a1f25d299f68c,a7b2528c807a481480d3a84257de8da6cc6ea55a
0,2023/04/12 04:04:22,tcp,0.0.0.0,5040,0.0.0.0,0,0,0,0,listening,6908,svchost.exe,83aa36a7c50e1934f9a0103b04d2015923cca9cf,b032c5b23c2f83786e4eb05106df3df23add9967
0,2023/04/12 04:04:22,udp,127.0.0.1,49664,,0,0,0,0, ,4352,svchost.exe,c4ef9efc8a76119f99a736a0472ff65606a6d08e,b384495ff99e639d955f5f943473ee367515d4e2
0,2023/04/12 04:04:23,tcp6,::,49667,::,0,0,0,0,listening,2364,svchost.exe,d71c843f27d01db2c48bfff8050144e617791927,b82989e87ae17e9d01b93089a6b66fa3fed27217
0,2023/04/12 04:04:23,udp,0.0.0.0,5355,,0,0,0,0, ,2384,svchost.exe,4be950f5a868832dd5da79864971b0bc55cbc906,b8ff43e517b056a49ba615dc7ae93f911b4df34f
0,2023/04/12 04:04:23,tcp,0.0.0.0,135,0.0.0.0,0,0,0,0,listening,1340,svchost.exe,e355a2e145b7186d71f898f12b55efaf4a75d99d,bbbbf17f188ec1927cd6da2bcdd41506ae3f829e
0,2023/04/12 04:04:23,udp,0.0.0.0,5050,,0,0,0,0, ,6908,svchost.exe,7b802ee862e9b5258f8258917e6d86d216ea9eae,c3fa690a1ece1c651eddea7dfdd75606b5d7479e
0,2023/04/12 04:04:23,tcp6,::,445,::,0,0,0,0,listening,4,System,effa4fd964755442c367e0912108801fb70d253d,cf372ca01c25d7a8fe58b1d9d104771364e3d281
0,2023/04/12 04:04:23,udp,192.168.100.20,1900,,0,0,0,0, ,6320,svchost.exe,422e8382a6cc36fc01541a42cb358f40d351ec83,d4c371ae8b58f4c825e1068c1b14daf60748d3ef
0,2023/04/12 04:04:23,tcp6,::,49668,::,0,0,0,0,listening,3580,spoolsv.exe,53aabf950b5cdcf28767e6dbbd348d48a6649e73,d4fbf314eb1655430cd73c226c6284bfa5d0fb95
0,2023/04/12 04:04:24,tcp6,::1,49669,::,0,0,0,0,listening,4988,jhi_service.exe,4e9b879a4fbc360f8dc5301ffb3ab66d57cf4af8,d8ed9a2491e5881371c2d2836f1b943c352e6cd6
0,2023/04/12 04:04:24,tcp6,::1,42050,::,0,0,0,0,listening,5612,Microsoft.SharePoint.exe,97901c79f9b5c87d98f29ca71b9079dd9bfbd35f,e41df293a282b328d5fcda238c17d41667413c95
0,2023/04/12 04:04:24,udp6,fe80::7770:8188:20fd:f6bb,1900,,0,0,0,0, ,6320,svchost.exe,fced8985bf1585b9eb6c489148317af70869e9f5,eca3c4bb21d6acf8e791f4381ac5e5d95cc8a858
0,2023/04/12 04:04:24,udp,192.168.100.20,2177,,0,0,0,0, ,740,svchost.exe,6c5b1c9a471473774783b6a91f7363a1b86da20b,f494ce0ac575fe8a0787549c39c43510658b861e
0,2023/04/12 04:04:24,udp6,::,5353,,0,0,0,0, ,11048,chrome.exe,5cd62f1114f821771838871c62c3c1496b7b6a29,fed16d76d52690f420eb398e6689eb7299c52b56
0,2023/04/12 05:23:53,udp,0.0.0.0,61654,,0,0,0,0, ,11048,chrome.exe,4548374531872851197c3e5dbb7126093199af4a,602f452dea197ab73127f05548b07ff2f0f6573f
0,2023/04/12 05:23:53,udp,0.0.0.0,64049,,0,0,0,0, ,11048,chrome.exe,b1aedbd04e0a8a30c7b931cea1a63e8be228653d,6045d4286a1cc56cfbb174a4d3813554c292571a
0,2023/04/12 05:23:53,udp,0.0.0.0,63255,,0,0,0,0, ,11048,chrome.exe,bec1e3a75592cf31e5aa3bc5a8c09b5976554491,07666bec266d5e7c4cf7d00969aa199980ca35fb
0,2023/04/12 05:23:54,udp,0.0.0.0,53035,,0,0,0,0, ,11048,chrome.exe,4b042b489d2c99598c5627c65e8356dd73172acf,167b67864dde01d6f28c709f5174eaded11798a4
0,2023/04/12 05:23:54,udp,0.0.0.0,56062,,0,0,0,0, ,11048,chrome.exe,cee0678d262c5d4aca8ad818bdb347b3d40b55ce,212d1fbc0e0c048fe7f883f62b3a8bd6c0a14da3
0,2023/04/12 05:23:54,udp,0.0.0.0,53886,,0,0,0,0, ,11048,chrome.exe,1e01ca0b329891c52cb8bc7eaa6101f383d70fbf,36eb48d1122794527a63463ee126abeb0a1065b2
0,2023/04/12 05:23:54,udp,0.0.0.0,64907,,0,0,0,0, ,11048,chrome.exe,4755b74fa52b142a8094fe25272c8bb0c58e7977,8453d100cca64e8bcda78ffa1bd40d889ef2c6d7
0,2023/04/12 05:23:54,udp,192.168.100.20,59007,,0,0,0,0, ,6320,svchost.exe,101a6ca6257cfc31ce9c1cbb7b42db1441b89d49,8ba9acd8589bf01a5cde56ea378af208d27a269a
0,2023/04/12 05:23:54,udp,0.0.0.0,64627,,0,0,0,0, ,11048,chrome.exe,fc83686365beed8bc61ee9db0dc81a09e1abb614,a9b210611e0b5b45d4fb65d791672f3f66579ab9
0,2023/04/12 05:23:54,udp,0.0.0.0,58234,,0,0,0,0, ,11048,chrome.exe,64626b7272383e7f31e2bdff63c0b67d7e9b87aa,2144f49a89a0decd33ba9baa24c271ef10ac23e6
