scan_id,scan_time,pid,name,state,ppid,utime,stime,cmd,argvs,euser,ruser,suser,egroup,rgroup,sgroup,fgroup,priority,nice,size,vm_size,resident,share,start_time,pgrp,session,nlwp,tgid,tty,processor,checksum
0,2023/04/12 05:59:57,10160,NVDisplay.Container.exe,,952,3,1,C:\Windows\System32\DriverStore\FileRepository\nvlt.inf_amd64_5a7a5c710f89f9ca\Display.NvContainer\NVDisplay.Container.exe,,,,,,,,,8,0,8863744,31670272,0,0,0,0,0,10,0,0,0,48d9c0337b62b7dbee0988d88ca2dfc8e1e0cdbf
0,2023/04/12 05:59:58,10564,msedgewebview2.exe,,58300,18,8,C:\Program Files (x86)\Microsoft\EdgeWebView\Application\112.0.1722.34\msedgewebview2.exe,,,,,,,,,10,0,117702656,147394560,0,0,0,0,3,25,0,0,0,6718a051bdec1194f0ba016c604df5ce21e5a59e
0,2023/04/12 05:59:58,10660,cmd.exe,,4324,0,0,C:\Windows\System32\cmd.exe,,,,,,,,,8,0,2064384,6000640,0,0,0,0,0,1,0,0,0,38a7a2bbd371a2eb5a701a1a8652bb18b11fa4a6
0,2023/04/12 05:59:58,10912,Lenovo.Modern.ImController.exe,,952,28,18,C:\Windows\Lenovo\ImController\Service\Lenovo.Modern.ImController.exe,,,,,,,,,8,0,115941376,231366656,0,0,0,0,0,21,0,0,0,515db57e23693de84e50ba6ee8285dfd50253629
0,2023/04/12 05:59:58,10920,Spotify.exe,,53900,603,48,C:\Program Files\WindowsApps\SpotifyAB.SpotifyMusic_1.208.923.0_x86__zpdnekdrzrea0\Spotify.exe,,,,,,,,,8,0,137613312,309243904,0,0,0,0,3,16,0,0,0,d46aa64d5e02f579e91227eb9e7c6fba5bd9a31a
0,2023/04/12 05:59:58,11272,svchost.exe,,952,1,0,C:\Windows\System32\svchost.exe,,,,,,,,,8,0,3293184,44158976,0,0,0,0,3,5,0,0,0,e3d932c211a5a0680515a9838f4d67ff21bc616b
0,2023/04/12 05:59:58,1140,svchost.exe,,952,262,127,C:\Windows\System32\svchost.exe,,,,,,,,,8,0,23216128,102215680,0,0,0,0,0,20,0,0,0,83bd7e93806db2740f0ad43c06596d01b86232e1
0,2023/04/12 05:59:58,1156,fontdrvhost.exe,,600,0,0,C:\Windows\System32\fontdrvhost.exe,,,,,,,,,8,0,2097152,6664192,0,0,0,0,0,5,0,0,0,7d26a3a5998c43cb6e95fe51d90b26c0c4aa6970
0,2023/04/12 05:59:58,1216,WUDFHost.exe,,952,5,3,C:\Windows\System32\WUDFHost.exe,,,,,,,,,13,0,16326656,38486016,0,0,0,0,0,14,0,0,0,162702e5716ef312b1371179dd967bffbd96a70e
0,2023/04/12 05:59:59,1324,svchost.exe,,952,11,20,C:\Windows\System32\svchost.exe,,,,,,,,,8,0,3379200,24887296,0,0,0,0,0,6,0,0,0,1ca6cb061a8bb08659335cd04deeb9c403038042
