scan_id,scan_time,board_serial,cpu_name,cpu_cores,cpu_mhz,ram_total,ram_free,ram_usage,checksum
0,2023/04/12 05:11:23,PF32S0Y2,Intel(R) Core(TM) i5-10210U CPU @ 1.60GHz,8,2112.0,20801332,11842744,43,20839bdfb2fe4e85a5c48e6af772394e602dc934
