id_check,key,value
26063,tsc,"CC6.1,CC6.7,CC7.2"
26064,cis,2.3.14.1
26064,cis_csc,3.11
26065,cis,2.3.15.1
26065,pci_dss,2.2.4
26065,nist_800_53,CM.1
26065,tsc,CC5.2
26066,cis,2.3.15.2
26066,pci_dss,7.1
26066,tsc,CC6.4
26067,cis,2.3.17.1
26067,pci_dss,7.1
26067,tsc,CC6.4
26068,cis,2.3.17.2
26068,pci_dss,7.1
26068,tsc,CC6.4
26069,cis,2.3.17.3
26069,pci_dss,7.1.2
26069,tsc,CC6.4
26070,cis,2.3.17.4
26070,pci_dss,7.1
26070,tsc,CC6.4
26071,cis,2.3.17.5
26071,pci_dss,2.2.4
26071,nist_800_53,CM.1
26071,tsc,CC5.2
26072,cis,2.3.17.6
26072,pci_dss,7.1
26072,tsc,CC6.4
26073,cis,2.3.17.7
26073,pci_dss,2.2.4
26073,nist_800_53,CM.1
26073,tsc,CC5.2
26074,cis,2.3.17.8
26074,pci_dss,6.5.8
26074,tsc,CC6.1
26075,cis,5.1
26075,cis_csc,4.8
26076,cis,5.2
26077,cis,5.4
26076,cis_csc,4.8
26077,cis_csc,4.8
26078,cis,5.5
26078,cis_csc,4.8
26079,cis,5.6
26079,cis_csc,4.8
26080,cis,5.7
26080,cis_csc,4.8
26081,cis,5.8
26081,cis_csc,4.8
26082,cis,5.9
26082,cis_csc,4.8
26083,cis,5.10
26083,cis_csc,4.8
26084,cis,5.11
26084,cis_csc,4.8
26085,cis,5.12
26085,cis_csc,4.8
26086,cis,5.13
26086,cis_csc,4.8
26087,cis,5.14
26087,cis_csc,4.8
26088,cis,5.15
26088,cis_csc,4.8
26089,cis,5.16
26089,cis_csc,4.8
26090,cis,5.17
26090,cis_csc,4.8
26091,cis,5.18
26091,cis_csc,4.8
26092,cis,5.19
26092,cis_csc,4.8
26093,cis,5.20
26093,cis_csc,4.8
26094,cis,5.21
26094,cis_csc,4.8
26096,cis,5.23
26095,cis,5.22
26096,cis_csc,4.8
26095,cis_csc,4.8
26097,cis,5.24
26097,cis_csc,4.8
26099,cis,5.26
26098,cis,5.25
26099,cis_csc,4.8
26098,cis_csc,4.8
26100,cis,5.27
26100,cis_csc,4.8
26101,cis,5.28
26101,cis_csc,4.8
26102,cis,5.29
26102,cis_csc,4.8
26103,cis,5.30
26103,cis_csc,4.8
26104,cis,5.31
26104,cis_csc,4.8
26105,cis,5.32
26105,cis_csc,4.8
26106,cis,5.33
26106,cis_csc,4.8
26107,cis,5.34
26107,cis_csc,4.8
26108,cis,5.35
26108,cis_csc,4.8
26109,cis,5.36
26109,cis_csc,4.8
26110,cis,5.37
26110,cis_csc,4.8
26111,cis,5.38
26112,cis,5.39
26111,cis_csc,4.8
26112,cis_csc,4.8
26113,cis,5.40
26113,cis_csc,4.8
26114,cis,5.41
26114,cis_csc,4.8
26115,cis,5.42
26115,cis_csc,4.8
26116,cis,5.43
26116,cis_csc,4.8
26117,cis,5.44
26117,cis_csc,4.8
26118,cis,5.45
26119,cis,9.1.1
26118,cis_csc,4.8
26119,cis_csc,4.5
26119,pci_dss,1.2.3
26119,tsc,CC6.1
26120,cis,9.1.2
26120,cis_csc,4.5
26120,pci_dss,1.2.3
26120,tsc,CC6.1
26121,cis,9.1.3
26121,cis_csc,4.5
26121,pci_dss,1.2.3
26121,tsc,CC6.1
26122,cis,9.1.4
26122,cis_csc,4.5
26122,pci_dss,7.2
26122,tsc,CC6.4
26123,cis,9.1.5
26123,cis_csc,"4.5,8.5"
26123,pci_dss,10.6.1
26123,nist_800_53,AU.6
26123,gpg13,4.12
26123,gdpr_IV,35.7.d
26123,hipaa,164.312.b
26123,tsc,"CC6.1,CC6.8,CC7.2,CC7.3"
26124,cis,9.1.6
26124,cis_csc,"4.5,8.5"
26124,pci_dss,10.6.1
26124,nist_800_53,AU.6
26124,gpg13,4.12
26124,gdpr_IV,35.7.d
26124,hipaa,164.312.b
26124,tsc,"CC6.1,CC6.8,CC7.2,CC7.3"
26125,cis,9.1.7
26125,cis_csc,"4.5,8.5"
26125,pci_dss,10.6.1
26125,nist_800_53,AU.6
26125,gpg13,4.12
26125,gdpr_IV,35.7.d
26125,hipaa,164.312.b
26125,tsc,"CC6.1,CC6.8,CC7.2,CC7.3"
26126,cis,9.1.8
26126,cis_csc,"4.5,8.5"
26126,pci_dss,10.6.1
26126,nist_800_53,AU.6
26126,gpg13,4.12
26126,gdpr_IV,35.7.d
26126,hipaa,164.312.b
26126,tsc,"CC6.1,CC6.8,CC7.2,CC7.3"
26127,cis,9.2.1
26127,cis_csc,4.5
26127,pci_dss,1.2.3
26127,tsc,CC6.1
26128,cis,9.2.2
26128,cis_csc,4.5
26128,pci_dss,1.2.3
26128,tsc,CC6.1
26129,cis,9.2.3
26129,cis_csc,4.5
26129,pci_dss,1.2.3
26129,tsc,CC6.1
26130,cis,9.2.4
26130,cis_csc,4.5
26130,pci_dss,7.2
26130,tsc,CC6.4
26131,cis,9.2.5
26131,cis_csc,"4.5,8.5"
26131,pci_dss,10.6.1
26131,nist_800_53,AU.6
26131,gpg13,4.12
26131,gdpr_IV,35.7.d
26131,hipaa,164.312.b
26131,tsc,"CC6.1,CC6.8,CC7.2,CC7.3"
26132,cis,9.2.6
26132,cis_csc,"4.5,8.5"
26132,pci_dss,10.6.1
26132,nist_800_53,AU.6
26132,gpg13,4.12
26132,gdpr_IV,35.7.d
26132,hipaa,164.312.b
26132,tsc,"CC6.1,CC6.8,CC7.2,CC7.3"
26133,cis,9.2.7
26133,cis_csc,"4.5,8.5"
26133,pci_dss,10.6.1
26133,nist_800_53,AU.6
26133,gpg13,4.12
26133,gdpr_IV,35.7.d
26133,hipaa,164.312.b
26133,tsc,"CC6.1,CC6.8,CC7.2,CC7.3"
26134,cis,9.2.8
26134,cis_csc,"4.5,8.5"
26134,pci_dss,10.6.1
26134,nist_800_53,AU.6
26134,gpg13,4.12
26134,gdpr_IV,35.7.d
26134,hipaa,164.312.b
26134,tsc,"CC6.1,CC6.8,CC7.2,CC7.3"
26135,cis,9.3.1
26135,cis_csc,4.5
26135,pci_dss,1.2.3
26135,tsc,CC6.1
26136,cis,9.3.2
26136,cis_csc,4.5
26136,pci_dss,1.2.3
26136,tsc,CC6.1
26137,cis,9.3.3
26137,cis_csc,4.5
26137,pci_dss,1.2.3
26137,tsc,CC6.1
26138,cis,9.3.4
26138,cis_csc,4.5
26138,pci_dss,7.2
26138,tsc,CC6.4
26139,cis,9.3.5
26139,cis_csc,4.5
26139,pci_dss,7.2
26139,tsc,CC6.4
26140,cis,9.3.6
26140,cis_csc,4.5
26140,pci_dss,7.2
26140,tsc,CC6.4
26141,cis,9.3.7
26141,cis_csc,"4.5,8.5"
26141,pci_dss,10.6.1
26141,nist_800_53,AU.6
26141,gpg13,4.12
26141,gdpr_IV,35.7.d
26141,hipaa,164.312.b
26141,tsc,"CC6.1,CC6.8,CC7.2,CC7.3"
26142,cis,9.3.8
26142,cis_csc,"4.5,8.5"
26142,pci_dss,10.6.1
26142,nist_800_53,AU.6
26142,gpg13,4.12
26142,gdpr_IV,35.7.d
26142,hipaa,164.312.b
26142,tsc,"CC6.1,CC6.8,CC7.2,CC7.3"
26143,cis,9.3.9
26143,cis_csc,"4.5,8.5"
26143,pci_dss,10.6.1
26143,nist_800_53,AU.6
26143,gpg13,4.12
26143,gdpr_IV,35.7.d
26143,hipaa,164.312.b
26143,tsc,"CC6.1,CC6.8,CC7.2,CC7.3"
26144,cis,9.3.10
26144,cis_csc,"4.5,8.5"
26144,pci_dss,10.6.1
26144,nist_800_53,AU.6
26144,gpg13,4.12
26144,gdpr_IV,35.7.d
26144,hipaa,164.312.b
26144,tsc,"CC6.1,CC6.8,CC7.2,CC7.3"
26145,cis,17.1.1
26145,cis_csc,8.5
26146,cis,17.2.1
26146,cis_csc,8.5
26147,cis,17.2.2
26147,cis_csc,8.5
26148,cis,17.2.3
26148,cis_csc,8.5
26149,cis,17.3.1
26149,cis_csc,8.5
26150,cis,17.3.2
26150,cis_csc,8.5
26151,cis,17.5.1
26151,cis_csc,8.5
26152,cis,17.5.2
26152,cis_csc,8.5
26153,cis,17.5.3
26153,cis_csc,8.5
26154,cis,17.5.4
26154,cis_csc,8.5
26155,cis,17.5.5
26155,cis_csc,8.5
26156,cis,17.5.6
26156,cis_csc,8.5
26157,cis,17.6.1
26157,cis_csc,"3.3,8.5"
26158,cis,17.6.2
26158,cis_csc,"3.3,8.5"
26159,cis,17.6.3
26159,cis_csc,8.5
26160,cis,17.6.4
26160,cis_csc,8.5
26161,cis,17.7.1
26161,cis_csc,8.5
26162,cis,17.7.2
26162,cis_csc,8.5
26163,cis,17.7.3
26163,cis_csc,8.5
26164,cis,17.7.4
26164,cis_csc,8.5
26165,cis,17.7.5
26165,cis_csc,8.5
26166,cis,17.8.1
26166,cis_csc,8.5
26167,cis,17.9.1
26167,cis_csc,8.5
26168,cis,17.9.2
26168,cis_csc,8.5
26169,cis,17.9.3
26169,cis_csc,8.5
26170,cis,17.9.4
26170,cis_csc,8.5
26171,cis,17.9.5
26171,cis_csc,8.5
26172,cis,18.1.1.1
26172,pci_dss,2.2.5
26172,tsc,CC6.3
26173,cis,18.1.1.2
26173,pci_dss,2.2.5
26173,tsc,CC6.3
26174,cis,18.1.2.2
26174,pci_dss,2.2.5
26174,tsc,CC6.3
26175,cis,18.1.3
26175,pci_dss,1.3.4
26175,tsc,CC6.6
26176,cis,18.2.1
26176,cis_csc,"5.2,5.4"
26176,pci_dss,8.2
26176,tsc,CC6.1
26177,cis,18.2.2
26177,pci_dss,8.2.4
26177,tsc,CC6.1
26178,cis,18.2.3
26178,cis_csc,"5.2,5.4"
26178,pci_dss,8.2
26178,tsc,CC6.1
26179,cis,18.2.4
26179,cis_csc,5.2
26179,pci_dss,8.2.3
26179,tsc,CC6.1
26180,cis,18.2.5
26180,cis_csc,5.2
26180,pci_dss,8.2.3
26180,tsc,CC6.1
26181,cis,18.2.6
26181,pci_dss,8.2.4
26181,tsc,CC6.1
26182,cis,18.3.1
26182,cis_csc,5.4
26182,pci_dss,7.1
26182,tsc,CC6.4
26183,cis,18.3.2
26183,cis_csc,4.8
26183,pci_dss,2.2.5
26183,tsc,CC6.3
26184,cis,18.3.3
26184,cis_csc,4.8
26184,pci_dss,2.2.5
26184,tsc,CC6.3
26185,cis,18.3.4
26185,cis_csc,10.5
26185,pci_dss,6.2
26185,nist_800_53,"SI.2,SA.11,SI.4"
26185,gpg_13,4.3
26185,gdpr_IV,35.7.d
26185,hipaa,164.312.b
26185,tsc,"A1.2,CC6.8"
26186,cis,18.3.5
26187,cis,18.3.6
26187,pci_dss,8.2.1
26187,tsc,CC6.1
26188,cis,18.3.7
26188,cis_csc,3.11
26188,pci_dss,8.2.1
26188,tsc,CC6.1
26189,cis,18.4.1
26189,cis_csc,3.11
26189,pci_dss,8.2.1
26189,tsc,CC6.1
26190,cis,18.4.2
26190,cis_csc,4.8
26190,pci_dss,1.3.3
26190,hipaa,"164.312.a.2.IV,164.312.e.1,164.312.e.2.I,164.312.e.2.II"
26190,nist_800_53,SC.8
26190,tsc,"A1.1,CC6.1,CC7.2"
26191,cis,18.4.3
26191,cis_csc,4.8
26191,pci_dss,1.3.3
26191,hipaa,"164.312.a.2.IV,164.312.e.1,164.312.e.2.I,164.312.e.2.II"
26191,nist_800_53,SC.8
26191,tsc,"A1.1,CC6.1,CC7.2"
26192,cis,18.4.4
26192,cis_csc,4.8
26192,pci_dss,8.2.1
26192,tsc,CC6.1
26193,cis,18.4.5
26193,cis_csc,4.8
26193,pci_dss,1.3.3
26193,tsc,"A1.1,CC6.1,CC7.2"
26193,nist_800_53,SC.5
26194,cis,18.4.6
26194,cis_csc,4.8
26194,nist_800_53,SC.5
26194,pci_dss,1.3.3
26194,tsc,"A1.1,CC6.1,CC7.2"
26195,cis,18.4.7
26195,cis_csc,4.8
26195,pci_dss,1.3.3
26195,hipaa,"164.312.a.2.IV,164.312.e.1,164.312.e.2.I,164.312.e.2.II"
26195,nist_800_53,SC.8
26195,tsc,"A1.1,CC6.1,CC7.2"
26196,cis,18.4.8
26196,cis_csc,4.8
26196,nist_800_53,SC.5
26196,pci_dss,1.3.3
26196,tsc,"A1.1,CC6.1,CC7.2"
26197,cis,18.4.9
26197,cis_csc,2.6
26197,pci_dss,2.2.3
26197,nist_800_53,CM.1
26197,gpg_13,4.3
26197,gdpr_IV,35.7.d
26197,hipaa,164.312.b
26197,tsc,CC5.2
26198,cis,18.4.10
26198,cis_csc,4.3
26198,pci_dss,8.1.8
26198,tsc,CC6.1
26199,cis,18.4.11
26199,nist_800_53,SC.5
26199,pci_dss,1.3.3
26199,tsc,"A1.1,CC6.1,CC7.2"
26200,cis,18.4.12
26200,cis_csc,4.8
26200,nist_800_53,SC.5
26200,pci_dss,1.3.3
26200,tsc,"A1.1,CC6.1,CC7.2"
26201,cis,18.4.13
26201,pci_dss,10.7
26202,cis,18.5.4.1
26202,cis_csc,3.10
26203,cis,18.5.4.2
26203,cis_csc,4.8
26203,pci_dss,2.2.5
26203,tsc,CC6.3
26204,cis,18.5.5.1
26204,cis_csc,16.5
26204,pci_dss,1.3.5
26204,tsc,CC6.6
26205,cis,18.5.8.1
26205,pci_dss,4.1
26205,hipaa,"164.312.a.2.IV,164.312.e.1,164.312.e.2.I,164.312.e.2.II"
26205,nist_800_53,SC.8
26205,tsc,"CC6.1,CC6.7,CC7.2"
26206,cis,18.5.9.1
26206,pci_dss,2.2.5
26206,tsc,CC6.3
26207,cis,18.5.9.2
26207,tsc,CC6.3
26208,cis,18.5.10.2
26208,cis_csc,4.8
26208,pci_dss,2.2.5
26208,tsc,CC6.3
26209,cis,18.5.11.2
26209,cis_csc,12.2
26209,pci_dss,1.3.5
26210,cis,18.5.11.3
26210,cis_csc,4.8
26210,pci_dss,1.3.5
26210,tsc,CC6.6
26211,cis,18.5.11.4
26211,cis_csc,5.4
26211,pci_dss,1.3.5
26211,tsc,CC6.6
26212,cis,18.5.14.1
26212,pci_dss,8.1
26212,tsc,CC6.1
26213,cis,18.5.19.2.1
26213,cis_csc,4.8
26213,pci_dss,2.2.2
26213,nist_800_53,CM.1
26213,tsc,CC5.2
26214,cis,18.5.20.1
26214,pci_dss,2.2.5
26214,tsc,CC6.3
26215,cis,18.5.20.2
26215,cis_csc,4.8
26215,pci_dss,2.2.5
26215,tsc,CC6.3
26216,cis,18.5.21.1
26216,pci_dss,4.1
26216,hipaa,"164.312.a.2.IV,164.312.e.1,164.312.e.2.I,164.312.e.2.II"
26216,nist_800_53,SC.8
26216,tsc,"CC6.1,CC6.7,CC7.2"
26217,cis,18.5.21.2
26217,pci_dss,4.1
26217,hipaa,"164.312.a.2.IV,164.312.e.1,164.312.e.2.I,164.312.e.2.II"
26217,nist_800_53,SC.8
26217,tsc,"CC6.1,CC6.7,CC7.2"
26218,cis,18.5.23.2.1
26218,pci_dss,4.1
26218,hipaa,"164.312.a.2.IV,164.312.e.1,164.312.e.2.I,164.312.e.2.II"
26218,nist_800_53,SC.8
26218,tsc,"CC6.1,CC6.7,CC7.2"
26219,cis,18.6.1
26220,cis,18.6.2
26221,cis,18.6.3
26222,cis,18.7.1.1
26223,cis,18.8.3.1
26223,pci_dss,8.2.1
26223,tsc,CC6.1
26224,cis,18.8.4.1
26224,cis_csc,7.3
26225,cis,18.8.4.2
26225,cis_csc,10.5
26225,pci_dss,8.2.1
26225,tsc,CC6.1
26226,cis,18.8.5.1
26226,cis_csc,10.5
26227,cis,18.8.5.2
26227,cis_csc,10.5
26228,cis,18.8.5.3
26228,cis_csc,10.5
26229,cis,18.8.5.4
26229,cis_csc,10.5
26230,cis,18.8.5.5
26230,cis_csc,10.5
26231,cis,18.8.5.6
26231,cis_csc,10.5
26231,pci_dss,4.1
26231,hipaa,"164.312.a.2.IV,164.312.e.1,164.312.e.2.I,164.312.e.2.II"
26231,nist_800_53,SC.8
26231,tsc,"CC6.1,CC6.7,CC7.2"
26232,cis,18.8.7.2
26233,cis,18.8.14.1
26233,cis_csc,10.5
26233,pci_dss,5.1.1
26233,nist_800_53,SI.3
26233,tsc,CC6.8
26234,cis,18.8.21.2
26234,pci_dss,2.2.4
26234,nist_800_53,CM.1
26234,tsc,CC5.2
26235,cis,18.8.21.3
26235,pci_dss,11.5.1
26235,tsc,"PI1.4,PI1.5,CC6.1,CC6.8,CC7.2,CC7.3,CC7.4"
26236,cis,18.8.21.4
26236,pci_dss,7.1
26236,tsc,CC6.4
26237,cis,18.8.21.5
26238,cis,18.8.22.1.1
26238,pci_dss,2.2.5
26238,tsc,CC6.3
26239,cis,18.8.22.1.2
26239,cis_csc,2.5
26239,pci_dss,2.2.4
26239,nist_800_53,CM.1
26239,tsc,CC5.2
26240,cis,18.8.22.1.3
26240,pci_dss,2.2.5
26240,tsc,CC6.3
26241,cis,18.8.22.1.4
26241,pci_dss,2.2.5
26241,tsc,CC6.3
26242,cis,18.8.22.1.5
26242,pci_dss,2.2.5
26242,tsc,CC6.3
26243,cis,18.8.22.1.6
26244,cis,18.8.22.1.7
26244,pci_dss,2.2.5
26244,tsc,CC6.3
26245,cis,18.8.22.1.8
26245,pci_dss,2.2.5
26245,tsc,CC6.3
26246,cis,18.8.22.1.9
26246,pci_dss,2.2.5
26246,tsc,CC6.3
26247,cis,18.8.22.1.10
26247,pci_dss,2.2.5
26247,tsc,CC6.3
26248,cis,18.8.22.1.11
26248,pci_dss,2.2.5
26248,tsc,CC6.3
26249,cis,18.8.22.1.12
26249,pci_dss,2.2.5
26249,tsc,CC6.3
26250,cis,18.8.22.1.13
26250,pci_dss,2.2.5
26250,tsc,CC6.3
26251,cis,18.8.22.1.14
26251,pci_dss,2.2.5
26251,tsc,CC6.3
26252,cis,18.8.25.1
26252,pci_dss,4.1
26252,hipaa,"164.312.a.2.IV,164.312.e.1,164.312.e.2.I,164.312.e.2.II"
26252,nist_800_53,SC.8
26252,tsc,"CC6.1,CC6.7,CC7.2"
26253,cis,18.8.26.1
26253,pci_dss,2.2.5
26253,tsc,CC6.3
26254,cis,18.8.27.1
26254,pci_dss,2.2.5
26254,tsc,CC6.3
26255,cis,18.8.28.1
26255,pci_dss,2.2.5
26255,tsc,CC6.3
26256,cis,18.8.28.2
26256,pci_dss,2.2.5
26256,tsc,CC6.3
26257,cis,18.8.28.3
26257,pci_dss,2.2.5
26257,tsc,CC6.3
26258,cis,18.8.28.4
26258,pci_dss,2.2.5
26258,tsc,CC6.3
26259,cis,18.8.28.5
26259,pci_dss,2.2.5
26259,tsc,CC6.3
26260,cis,18.8.28.6
26260,pci_dss,8.2
26260,tsc,CC6.1
26261,cis,18.8.28.7
26261,pci_dss,8.2
26261,tsc,CC6.1
26262,cis,18.8.31.1
26262,pci_dss,2.2.5
26262,tsc,CC6.3
26263,cis,18.8.31.2
26263,pci_dss,2.2.5
26263,tsc,CC6.3
26264,cis,18.8.34.6.1
26264,pci_dss,8.2
26264,tsc,CC6.1
26265,cis,18.8.34.6.2
26265,pci_dss,8.2
26265,tsc,CC6.1
26266,cis,18.8.34.6.5
26266,cis_csc,4.3
26266,pci_dss,8.2
26266,tsc,CC6.1
26267,cis,18.8.34.6.6
26267,cis_csc,4.3
26267,pci_dss,8.2
26267,tsc,CC6.1
26268,cis,18.8.36.1
26268,pci_dss,2.2.5
26268,tsc,CC6.3
26269,cis,18.8.36.2
26269,pci_dss,2.2.5
26269,tsc,CC6.3
26270,cis,18.8.37.1
26270,pci_dss,2.2.3
26270,nist_800_53,CM.1
26270,gpg_13,4.3
26270,gdpr_IV,35.7.d
26270,hipaa,164.312.b
26270,tsc,CC5.2
26271,cis,18.8.37.2
26271,pci_dss,2.2.3
26271,nist_800_53,CM.1
26271,gpg_13,4.3
26271,gdpr_IV,35.7.d
26271,hipaa,164.312.b
26271,tsc,CC5.2
26272,cis,18.8.48.5.1
26272,pci_dss,2.2.5
26272,tsc,CC6.3
26273,cis,18.8.48.11.1
26273,pci_dss,2.2.5
