full_path,file,type,date,changes,arch,value_name,value_type,size,perm,uid,gid,md5,sha1,uname,gname,mtime,inode,sha256,attributes,symbolic_path,checksum
/etc/apt/apt.conf.d/70debconf,/etc/apt/apt.conf.d/70debconf,file,1681268940,1,,,,182,rw-r--r--,0,0,7e9d09d5801a42b4926b736b8eeabb73,8d02d7c5507330294f8eba69adc413e35c70225b,root,root,1564829473,516127,db749e19baf3b72ca2c157c70c52522cae23d94bc8b2dc5793fd43d427445367,,,7af923cb2dbb3cb5c09251cb6b188ce5df7ed66b
/etc/apt/apt.conf.d/docker-autoremove-suggests,/etc/apt/apt.conf.d/docker-autoremove-suggests,file,1681268940,1,,,,44,rw-r--r--,0,0,0081b49fa709cfd95827c75297b75ddd,76a4711ebfd6282a9fd9e8fffd8a83ca3fc66baa,root,root,1666198206,516128,4f4226614def131b475bcdaf1e5dda59a1af62fee838cbfc02a01c25e614efc1,,,dd95f55e95075eed7117f0be43708d0b1bd04207
/etc/apt/apt.conf.d/docker-clean,/etc/apt/apt.conf.d/docker-clean,file,1681268940,1,,,,318,rw-r--r--,0,0,b02a49af378158c2c45158e991f9a987,2897d70bff6558284d8b6c7e806028ecca62d449,root,root,1666198206,516129,49d72455b2eaa50fa4b09b3ecffff753f3b90193266b2999f30e3f696403fde2,,,7b745ec0e410e1cea1af601ad2590ab14fb3ce58
/etc/apt/apt.conf.d/docker-gzip-indexes,/etc/apt/apt.conf.d/docker-gzip-indexes,file,1681268940,1,,,,70,rw-r--r--,0,0,1caa06055a7a74a29c4476dccfb4726a,171bf894becc10c148b20d93056b2060ae113733,root,root,1666198206,516130,151044925acbe5c83434424d1b628e208790ecb2db0aabbe83dc8622495cf846,,,a274298554ecc2b30a15c67b8cfa38a1b2faed64
/etc/apt/apt.conf.d/docker-no-languages,/etc/apt/apt.conf.d/docker-no-languages,file,1681268940,1,,,,27,rw-r--r--,0,0,341190f50b907d798bcb98c9e0d9cb07,abbf3fba2dbc78da2423167d3bfdda895a09e100,root,root,1666198206,516131,5970f921a86106d617c00deb6b2c7e5a37922fda8f2296bf43eebb83a72a2a4a,,,25518fd6843f405cacf64dc76b92d78ee4149b29
/etc/apt/sources.list,/etc/apt/sources.list,file,1681268940,1,,,,2743,rw-r--r--,0,0,f9a1deea3a8fde4f992cc63ff939d923,c2a6d3cf400902bf8e4e97f84be440f607498e7c,root,root,1666198206,516138,a49ab4136679f3fa4760385cb2e4e1c060afacf3c9e1a46d6be8717f59339184,,,f85227fab18c54270db53573bbbfeffc49c91d15
/etc/apt/sources.list.d/wazuh.list,/etc/apt/sources.list.d/wazuh.list,file,1681268940,1,,,,66,rw-r--r--,0,0,297f42ecc62f1231298608d92ce94e7c,ed5edf5e94a22a71d75b4a9631153d16cc269e50,root,root,1668614891,522055,5913adfe49192f2caf36f331ca7547de3b4f9a2a5c126b8ac54b9ac96b475b8c,,,f157da002268a3de9916bb0d1ebb5cae83e487eb
/etc/apt/trusted.gpg,/etc/apt/trusted.gpg,file,1681268940,1,,,,2235,rw-r--r--,0,0,8631db492d1e22b9e3b2264c6cc7f2aa,4fc58dc10e9b00d3426c8840229af403fa7cfee6,root,root,1668614891,522056,8b934e061bc85f8bed8847f06ba734ed1b2f7a3cb8be866e984001d26ab90f17,,,b0751cbf75547f2761446aefb268c869a81fedc3
/etc/apt/trusted.gpg.d/ubuntu-keyring-2012-archive.gpg,/etc/apt/trusted.gpg.d/ubuntu-keyring-2012-archive.gpg,file,1681268940,1,,,,2796,rw-r--r--,0,0,79650cd189f35a29603fc43202d399ad,e3bdd5aec56b59d5eaff3f60caf46a6786fc7ff8,root,root,1617028140,516144,5321d780da31a1fa35c044470ef849a2f6244048855fdc4c22e527b6366a0ef7,,,c1adabea9399c87837b892a55877d3dafa2ea759
/etc/apt/trusted.gpg.d/ubuntu-keyring-2012-cdimage.gpg,/etc/apt/trusted.gpg.d/ubuntu-keyring-2012-cdimage.gpg,file,1681268940,1,,,,2794,rw-r--r--,0,0,ff826abd184f0eaf8aa2b2258badb80b,f212334cc4b4c3b25b46f08d305d6cb62f74c29c,root,root,1617028140,516146,12fdd24baab411f529e0f822c331263884684da6d524de2f9371abb1024c5871,,,ce3ea8dc9259887b338ba19331fee228008387e7
/etc/apt/trusted.gpg.d/ubuntu-keyring-2018-archive.gpg,/etc/apt/trusted.gpg.d/ubuntu-keyring-2018-archive.gpg,file,1681268940,1,,,,1733,rw-r--r--,0,0,a5bc4c4ccc2ecc4c1d62bbc1859d5837,b7b6a98064fa3497614f3b33120702a7a509b0ce,root,root,1617028140,516148,bfdb0512804d0740816d836bb05b1ef8b27609771d7b9962c95bcc57bfaac230,,,53c92970f2a21017621d0f0215018a7f689a34c9
/etc/bash.bashrc,/etc/bash.bashrc,file,1681268940,1,,,,2319,rw-r--r--,0,0,3aa8b92d1dd6ddf4daaedc019662f1dc,cbd89fb1fa310fc4bc46866081454d5747922cd2,root,root,1582632202,516150,29128d49b590338131373ec431a59c0b5318330050aac9ac61d5098517ac9a25,,,aef0a9ed6c257b5f227016a81cb063afa3062b97
/etc/bindresvport.blacklist,/etc/bindresvport.blacklist,file,1681268940,1,,,,367,rw-r--r--,0,0,4c09213317e4e3dd3c71d74404e503c5,fc9fced97aa5db3c66342ebd24d92b075e1e5d9d,root,root,1586892364,516152,63229551ffc257f56e3df60ca97e1f2963f3ab2128ce27a0f398b4418fa454d0,,,2210dd6f600216129d02d6007cb56812066278ac
/etc/ca-certificates.conf,/etc/ca-certificates.conf,file,1681268940,1,,,,5529,rw-r--r--,0,0,31d0095ce92dcb3c8de982f2461b82c4,e26d6757fb1d946143274f758e0dea790440a4e3,root,root,1668614886,519541,787c86a1d336c31e0483754377e20be4ce05b852e9ab79b8df6dd03f8a544fd1,,,d3400e0dbf88aabbb077ac131ed94723bd73653d
/etc/cont-init.d/0-wazuh-init,/etc/cont-init.d/0-wazuh-init,file,1681268940,1,,,,7785,rwxr-xr-x,0,0,403a85c6d34b06176ad392908ff696d4,bbd0d6b9c0379bcd0543397f26ca8e6e1fe4178a,root,root,1668174210,578052,81d1d3797244844004cd20f62fa107e78135ee5a6a0bd2ac4ffc09fa47ca2205,,,70c84155b941d30a43253947ee16060916b54e86
/etc/cont-init.d/1-config-filebeat,/etc/cont-init.d/1-config-filebeat,file,1681268940,1,,,,1974,rwxr-xr-x,0,0,fdbe85a484fb8daa988d1ef2c1721b0a,98118689430e5ea802cfe34ce8781448384669f3,root,root,1668174210,578054,e29d5c53e52298c71a9b792a79b3480779a60201b684e17d3ceed7b66ea3f188,,,fca1c16b754fdd0e8c92d46b8e0ac647c06a7872
/etc/cont-init.d/2-manager,/etc/cont-init.d/2-manager,file,1681268940,1,,,,4006,rwxr-xr-x,0,0,534cbb3c5c0153e1c9425d76949e58b4,42be2c3e575f25d89ae92968cd1007414a4fcd08,root,root,1668174210,578056,149a23b34c1f1598bffbbe029091c0379766d542bd81d435f9a92f708820b8ed,,,7336458c9d7eb44d18ef939b638003ba226946a3
/etc/cron.d/e2scrub_all,/etc/cron.d/e2scrub_all,file,1681268940,1,,,,201,rw-r--r--,0,0,bc533e09f3b3d96bfe1633ad57eb7026,84a50684d0172a207ccb319280f73317d04a133d,root,root,1581660498,516156,d4df081b982b23e66cac7102f9d91032f296caf13031991d90af44ee6cbf6e3b,,,da4dc27d7242885bfa213146433ffdbc20e1faaf
/etc/cron.daily/dpkg,/etc/cron.daily/dpkg,file,1681268940,1,,,,1187,rwxr-xr-x,0,0,f20e10c12fb47903b8ec9d282491f4be,670f7b1508e3347264825cfbccac283bbef56dc5,root,root,1567717514,516164,172557932b09e6b22519653ce4bb4397767c96c270ac9271c8e92df9bba009bf,,,b7a8df839015ed5b082b50ef5ecea09aaf2a1719
/etc/cron.daily/apt-compat,/etc/cron.daily/apt-compat,file,1681268940,1,,,,1478,rwxr-xr-x,0,0,49e9b2cfa17849700d4db735d04244f3,e1e67f58d930134522d140939dd2b8681b8d8ba7,root,root,1586427667,516160,a069113148fc81e3c72f76249f77bff234d933d1be88909a896d672ea81bfaed,,,b97cfa85c9985e205631ce8886a211014a040c9a
/etc/debconf.conf,/etc/debconf.conf,file,1681268940,1,,,,2969,rw-r--r--,0,0,8c0619be413824f1fc7698cee0f23811,d0f08b9c8893167ab7892c62a3bc6e48cdf3f20d,root,root,1564829473,516165,fe7e76d4162e80e0bc8c24bc638c56ae92c07a80db750cbf0a87e0904e143f4e,,,5a3933dfe541ce3702f89f4a293e08244211ba07
/etc/debian_version,/etc/debian_version,file,1681268940,1,,,,13,rw-r--r--,0,0,4b4c97acdc4675fdd3375b84a28fcb64,783c378923426416f329646911abbc6e9f5f8b60,root,root,1575556761,516166,cce26cfeeb72d7a5c4b41df5bda474c75f7525783669dadb4b519efa79fded34,,,ade8d491ca06b6187e3fcea3b90f0a237e9ec49d
/etc/default/nss,/etc/default/nss,file,1681268940,1,,,,1756,rw-r--r--,0,0,d6d5d6f621fb3ead2548076ce81e309c,aeaf61a9f1ce085fa16ed22c4cc60d2f565f7d7a,root,root,1586892364,516168,836614e9d4d501d0af43087c9c9300365a38d53f24f845efcf0b2ad8194cbaa0,,,fe4e55a6c32e5444b9a8c129bbfeb3865da9c0c7
/etc/default/useradd,/etc/default/useradd,file,1681268940,1,,,,1118,rw-r--r--,0,0,559e87e86a6d1cb4b7f60a6f691d5150,6c1969c5e00a62cb38432e84dfe625b830b8d7ba,root,root,1581089526,516169,e84619e45f3b4bdc79ecdcb48d4727718035b2e266e8fbdf38f4529b87c9c2cb,,,b799432acd8599fcdf816b4b6f8985697fb53bd5
/etc/deluser.conf,/etc/deluser.conf,file,1681268940,1,,,,604,rw-r--r--,0,0,773fb95e98a27947de4a95abb3d3f2a2,40e84d9b448fe5f603cecb7e0d03f28cf7c244c8,root,root,1537049659,516170,946e0f11a8997bf41dbafca1f6f5a4bedf46746c91801ca4f2e90dd0172f06b6,,,db66e26213a512a70ffa6cbe6ce604655aa041a9
/etc/dpkg/dpkg.cfg,/etc/dpkg/dpkg.cfg,file,1681268940,1,,,,446,rw-r--r--,0,0,f4413ffb515f8f753624ae3bb365b81b,17c8e76036626a55e95f91dca7f60ac4dc027bb5,root,root,1566667511,516172,fead43b89af3ea5691c48f32d7fe1ba0f7ab229fb5d230f612d76fe8e6f5a015,,,d6541e1e3c398deaccce656a6a17c53dda812a5c
/etc/dpkg/dpkg.cfg.d/docker-apt-speedup,/etc/dpkg/dpkg.cfg.d/docker-apt-speedup,file,1681268940,1,,,,16,rw-r--r--,0,0,f18c40da0bb17d67e8d6f0d66aa96b26,a6af67d3e9f5b714e65e58a5fd20a9e6545b2807,root,root,1666198206,516174,94372f4a7672c283c0fe956b0638ec8731e21584d880ba782a1a338b906caeb1,,,b8ade599ba911b04fd6b3d1ed67cb013d983925a
/etc/dpkg/dpkg.cfg.d/excludes,/etc/dpkg/dpkg.cfg.d/excludes,file,1681268940,1,,,,338,rw-r--r--,0,0,b4a942b7a6ad132d5abf14a5e8d77f51,e57c8dd803d7c61de36a80b9e49d681189054154,root,root,1666198041,516175,1c4a623c7b139bd18f44a8661d93b565bca38621a08786c0d0770bd1586a29ce,,,020f87f4f53e412c31dddf952af08a86909193be
/etc/dpkg/origins/default,/etc/dpkg/origins/default,file,1681268940,1,,,,6,rwxrwxrwx,0,0,d41d8cd98f00b204e9800998ecf8427e,da39a3ee5e6b4b0d3255bfef95601890afd80709,root,root,1666198033,516178,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,,,c824d526df7c5b8afd62f97302579aeb354f981e
/etc/dpkg/origins/debian,/etc/dpkg/origins/debian,file,1681268940,1,,,,82,rw-r--r--,0,0,731423fa8ba067262f8ef37882d1e742,b65f7f2af66c53b51765877bbe91a22bc6fca1e2,root,root,1575556761,516177,50f35af8ac4a5df3690991a4b428fa49d56580b0020fcc6e38283b3b1b2e6c74,,,258578c4c8b9fc56ca821749c6047aae4f745b9a
/etc/dpkg/origins/ubuntu,/etc/dpkg/origins/ubuntu,file,1681268940,1,,,,114,rw-r--r--,0,0,ea35901c45553c3451f60476be94d2d8,aa68d86883847a666a4ed68629e920f4df71f74b,root,root,1575556761,516179,d2537b95a64d238223bd22c18cab773379359d078d495ed212f28b1ac139662d,,,4020c459f86ce8d3cad39d213f57f5eb13495d7b
/etc/environment,/etc/environment,file,1681268940,1,,,,106,rw-r--r--,0,0,f3377ed52072acbbf4cbb59af03c7fdb,19b12bf7e647f08e5ef55cf266d29b1815294cda,root,root,1666198200,516181,3d88795b8d42b87bbbf91f8d30dae43b6db9ecd4b1eb93a883062352c902ff5d,,,9025d200d5a3cbd45690cb9544821c6e84788768
/etc/e2scrub.conf,/etc/e2scrub.conf,file,1681268940,1,,,,685,rw-r--r--,0,0,df38534cc670c70a91cf9b035845d244,a819bfb5133883fab1988aad5e645288c8aa68a0,root,root,1581660498,516180,461e21f3dc1a5f9f3fe7c4e425c93de09fe11e77f5be67b719c81c5b2202ce53,,,64c3a640b7aaa31e0acfa2b428c239953637700d
/etc/filebeat/fields.yml,/etc/filebeat/fields.yml,file,1681268940,1,,,,297349,rw-r--r--,0,0,eba29d09055500724766382568c9dc10,4db883f1542fce2e0f3f4f2cf2bf7209707babfe,root,root,1610489403,800433,e8d56bff17772545f91dd3c5511cf73a8f05d3036d6dbaf4bd5cf3783660e7f7,,,da94b4f55556883c1e2b0a54332d9bd8cb2de22c
/etc/filebeat/filebeat.reference.yml,/etc/filebeat/filebeat.reference.yml,file,1681268940,1,,,,91838,rw-r--r--,0,0,04159cc050fe1e1072ebca3bb31c459e,e28d733f7a764e846036787dc211b6880a0b1a42,root,root,1610489403,800434,9b8bf5e5a74135d69c2b00670b42ea0c5302650bef70c577fe62fca988b4de9b,,,d9b58b6bd19c9cf6cec9d618092e9df2da966081
/etc/filebeat/filebeat.yml,/etc/filebeat/filebeat.yml,file,1681268940,1,,,,740,rw-r--r--,0,0,fdc5692361838c1b76a0bc03072e582c,db4f0f12b9a7cc3e4574fbe4dd8dcc1c4b263a83,root,root,1681268928,800564,d2f6b734e5b252d44d0363660cbaf02e9c8bfabf0deabfba2693de847cb04a27,,,aabf9c2916f9a43ca45661f635e59ea4d39efa3c
/etc/filebeat/modules.d/apache.yml.disabled,/etc/filebeat/modules.d/apache.yml.disabled,file,1681268940,1,,,,476,rw-r--r--,0,0,7da4751dff87af6f526b9f45709cfe6a,898d8d1375542e8df5347f53c9e711903846b272,root,root,1610489420,800437,429d21d4af67ac9b09007965463c87c11d577d02ed0a4ccf226adfc1dd57deda,,,741d72d7f02b1e8d4ee2d9b90954af3cb58d7205
/etc/filebeat/modules.d/auditd.yml.disabled,/etc/filebeat/modules.d/auditd.yml.disabled,file,1681268940,1,,,,281,rw-r--r--,0,0,16b5116fd93b6e95af49aedba11a59d4,fca3905ba41de327bfbb3220f9494b672180c3b0,root,root,1610489420,800438,440a68ff9f9c7b24ce5255e31112f7e6213333699c8e9cbabed62c6fdb3d5508,,,5df440af1a2c271064eb44a2919e7d548d70f4a1
/etc/filebeat/modules.d/elasticsearch.yml.disabled,/etc/filebeat/modules.d/elasticsearch.yml.disabled,file,1681268940,1,,,,965,rw-r--r--,0,0,5aa2e73c274a78ed98d7af4db8e49cd1,16b1ed192a1f6d8f325f5f8fb8f108dba743dfb1,root,root,1610489420,800439,07a62bc952fb556dc1ae3437e8527eca7bae4dd34777a324351b36d062d3a77f,,,bb8c38c40ca5997916e6634dd2bc5746df4a8be2
/etc/filebeat/modules.d/haproxy.yml.disabled,/etc/filebeat/modules.d/haproxy.yml.disabled,file,1681268940,1,,,,377,rw-r--r--,0,0,bffb4fd7340645f5682f76a34cfd0542,b8f53b81aa848122e72b4c4142d02cf576a3ddd8,root,root,1610489420,800440,b45991f4f0e6d31e0346dd89eb89d34148c851b91c3d7a1982d12e25d38d4219,,,e62b2fa12848567073e9566ed1e560ffce909645
/etc/filebeat/modules.d/iis.yml.disabled,/etc/filebeat/modules.d/iis.yml.disabled,file,1681268940,1,,,,471,rw-r--r--,0,0,cfe245af4e86bc746e024ba828595a87,e049b2f784ad05afa3a88ef746f14b52cd3f145c,root,root,1610489420,800442,f73d5073978c2e6f3a6812a82812fe46f0bfdcd09b34b29e53bd5fd9528b27d7,,,8d3ccee808d319d7f46199e059930bd1352ee26a
/etc/filebeat/modules.d/icinga.yml.disabled,/etc/filebeat/modules.d/icinga.yml.disabled,file,1681268940,1,,,,652,rw-r--r--,0,0,051093a8ff52d6b0e6c23f178eabf598,ca35a83e27c1650d472b03657b932377859ec148,root,root,1610489420,800441,69431893182aea15b4912fcf37885279408aa5dd9270f1ea7aa93500ab9a21cb,,,5468f2b0ba290270ae3054894a3608ca8d78c8c1
/etc/filebeat/modules.d/kafka.yml.disabled,/etc/filebeat/modules.d/kafka.yml.disabled,file,1681268940,1,,,,399,rw-r--r--,0,0,b011fa527844efe94da9e20aa54c6a21,5e2162e91ae6eac8c0952b1c26ca127beeaf5e68,root,root,1610489420,800443,a92c5b35723cea8ec984746e127a97543989110970c80a6e20224db70468a8a7,,,19c67e6efbb90a2c5b1d680e0bf8547f74b6d3ba
/etc/filebeat/modules.d/kibana.yml.disabled,/etc/filebeat/modules.d/kibana.yml.disabled,file,1681268940,1,,,,294,rw-r--r--,0,0,75df9d05a0fed5b602f835599faef6bc,345ac9f957f8f77eeebda57120d9609bb3ca9570,root,root,1610489420,800444,df718b41e920cc3d74c52727fd02e9bef6bccb927e89d8232e614f6dcb7b6b79,,,fa6fc006d5ef65dc86fe396174df0d8ef08c7938
/etc/filebeat/modules.d/logstash.yml.disabled,/etc/filebeat/modules.d/logstash.yml.disabled,file,1681268940,1,,,,472,rw-r--r--,0,0,fa6645939b205e1aa6d8772ee2f780e7,a3b896fe6599a749ddcf95923e817ef5da29e5cd,root,root,1610489420,800445,4491a32338d45431ccea381c5bfd1aee9279f3da14f3e1465ab5d80c4fa12269,,,0242ed36729c0883bf8afb70c2cb62d29c85188a
/etc/filebeat/modules.d/mongodb.yml.disabled,/etc/filebeat/modules.d/mongodb.yml.disabled,file,1681268940,1,,,,297,rw-r--r--,0,0,85af6576a9b0842ad406169db70107db,b2d66ecda865064cbdb3b98fadd8541ccd28ee6d,root,root,1610489420,800446,0cf0308e2ee5650ecbdb10f885c41ca3c42940075acde434b5adf9eeef15646c,,,1ea99768da886d9bd247aab7a39aad37ca9a08db
/etc/filebeat/modules.d/mysql.yml.disabled,/etc/filebeat/modules.d/mysql.yml.disabled,file,1681268940,1,,,,472,rw-r--r--,0,0,8f44e7f1a1413d4cedb47ed4a94389e4,cc75666b3935ca5293404a4b9a7841f8aee6b367,root,root,1610489420,800447,845d1b4d3d0a6576e0c6a04fe8fd038f8d77056f5bdf43b3074ee4cccb165895,,,3d372cb82ed1008e45897105e5eb2e885b8eee45
