scan_id,iface,type,gateway,dhcp,metric,checksum,item_id
0,Local Area Connection* 9,ipv4, ,enabled,0,e0998fb36697b29dd19df5d56ce904f756032518,bec74bf0478e0b6a053609934310c905b08c9964
0,Loopback Pseudo-Interface 1,ipv4, ,disabled,0,c8e2003d6e3992ca9900667faa094ae195fbb98f,e6db7b9f540419ba6258e01fbadd8336d35c8c0a
0,Wi-Fi,ipv4,192.168.0.1,enabled,0,eade503132890618cad85e45fdce1c0854690014,503edc4f0c8e50bd6d1af82566725214fdc0e8ae
