scan_id,scan_time,pid,name,state,ppid,utime,stime,cmd,argvs,euser,ruser,suser,egroup,rgroup,sgroup,fgroup,priority,nice,size,vm_size,resident,share,start_time,pgrp,session,nlwp,tgid,tty,processor,checksum
0,2023/04/12 04:22:50,5256,ModuleCoreService.exe,,1052,1,0,C:\Program Files\Common Files\McAfee\ModuleCore\ModuleCoreService.exe,,,,,,,,,8,0,7041024,27783168,0,0,0,0,0,46,0,0,0,e718a72371c557a1752a44532da608b6465ba038
0,2023/04/12 04:22:50,5324,svchost.exe,,1052,0,0,C:\Windows\System32\svchost.exe,,,,,,,,,8,0,1961984,9850880,0,0,0,0,0,6,0,0,0,cdc76ca95577c2ee759859d8908d9b093cac08e9
0,2023/04/12 04:22:50,4692,AsusSoftwareManager.exe,,1052,0,0,C:\Windows\System32\DriverStore\FileRepository\asussci2.inf_amd64_bf969a2fcea35523\ASUSSoftwareManager\AsusSoftwareManager.exe,,,,,,,,,8,0,7028736,21610496,0,0,0,0,0,17,0,0,0,46ae1d4cb8e2019d614bfccd77db01c52ac16258
0,2023/04/12 04:22:50,5332,RtkAudUService64.exe,,1052,0,0,C:\Windows\System32\RtkAudUService64.exe,,,,,,,,,8,0,2408448,13000704,0,0,0,0,0,12,0,0,0,f6081283d249e067f07f07e98173aa6c84ca7b28
0,2023/04/12 04:22:50,4700,AsusLinkNear.exe,,1052,0,0,C:\Windows\System32\DriverStore\FileRepository\asussci2.inf_amd64_bf969a2fcea35523\ASUSLinkNear\AsusLinkNear.exe,,,,,,,,,8,0,3710976,17039360,0,0,0,0,0,17,0,0,0,ff1644e3918fb3e48b6121da918da436e9ecb459
0,2023/04/12 04:22:50,5340,RstMwService.exe,,1052,0,0,C:\Windows\System32\DriverStore\FileRepository\iastorac.inf_amd64_ba273d0ffb93e225\RstMwService.exe,,,,,,,,,8,0,2052096,10350592,0,0,0,0,0,11,0,0,0,65d55b0afcb45f611395d1ad465e7bd894e21fbe
0,2023/04/12 04:22:50,4716,AsusSwitch.exe,,1052,0,0,C:\Windows\System32\DriverStore\FileRepository\asussci2.inf_amd64_bf969a2fcea35523\ASUSSwitch\AsusSwitch.exe,,,,,,,,,8,0,1871872,10215424,0,0,0,0,0,11,0,0,0,66bc9061ca761d03dd391bdc8869f8d2184547af
0,2023/04/12 04:22:50,5360,PEFService.exe,,1052,0,0,C:\Program Files\Common Files\McAfee\PEF\CORE\PEFService.exe,,,,,,,,,8,0,26341376,73400320,0,0,0,0,0,20,0,0,0,89f5390278b34c5932870bd62a9f6ac50e802082
0,2023/04/12 04:22:51,4724,AsusSystemAnalysis.exe,,1052,0,0,C:\Windows\System32\DriverStore\FileRepository\asussci2.inf_amd64_bf969a2fcea35523\ASUSSystemAnalysis\AsusSystemAnalysis.exe,,,,,,,,,8,0,3420160,17231872,0,0,0,0,0,11,0,0,0,23492795552c2f802f4b4b1107d2207263e9e7dc
0,2023/04/12 04:22:51,5424,svchost.exe,,1052,0,0,C:\Windows\System32\svchost.exe,,,,,,,,,8,0,1429504,7774208,0,0,0,0,0,6,0,0,0,e01b3dd63c00094872e5aa9ee909ba3762b59f6d
0,2023/04/12 04:22:51,4768,AsusSystemDiagnosis.exe,,1052,0,0,C:\Windows\System32\DriverStore\FileRepository\asussci2.inf_amd64_bf969a2fcea35523\ASUSSystemDiagnosis\AsusSystemDiagnosis.exe,,,,,,,,,8,0,2289664,13111296,0,0,0,0,0,9,0,0,0,93b02f60b1dff5130b1bd028f48c504a48f4a2f8
0,2023/04/12 04:22:51,5440,wazuh-agent.exe,,1052,0,0,C:\Program Files (x86)\ossec-agent\wazuh-agent.exe,,,,,,,,,8,0,11632640,30969856,0,0,0,0,0,33,0,0,0,d599ffdbe881dd223693f52611754f2e713b3f83
0,2023/04/12 04:22:51,11644,svchost.exe,,1052,0,0,C:\Windows\System32\svchost.exe,,,,,,,,,8,0,2244608,12042240,0,0,0,0,0,5,0,0,0,d64ce0e74b49128ae4bc8dce954fbc0af06163e2
0,2023/04/12 04:22:51,4804,mDNSResponder.exe,,1052,0,0,C:\Program Files\Bonjour\mDNSResponder.exe,,,,,,,,,8,0,2113536,10051584,0,0,0,0,0,9,0,0,0,455e6d45312b450ba884818a67d1d0dfd75eea7b
0,2023/04/12 04:22:51,4128,svchost.exe,,1052,0,0,C:\Windows\System32\svchost.exe,,,,,,,,,8,0,3751936,12521472,0,0,0,0,0,31,0,0,0,71c9c1c1cebdfa188ac267ecd64432ba9cbb18bd
0,2023/04/12 04:22:51,11756,dllhost.exe,,1236,0,0,C:\Windows\System32\dllhost.exe,,,,,,,,,8,0,1691648,9347072,0,0,0,0,1,8,0,0,0,62c43c39f1284665d146cbd556f14c622cf66ba1
0,2023/04/12 04:22:51,5548,svchost.exe,,1052,1,0,C:\Windows\System32\svchost.exe,,,,,,,,,8,0,10280960,31408128,0,0,0,0,0,31,0,0,0,674b9fb6b0d14f7063470bc5950eb8bbfb40cc43
0,2023/04/12 04:22:51,4836,svchost.exe,,1052,0,0,C:\Windows\System32\svchost.exe,,,,,,,,,8,0,3121152,14647296,0,0,0,0,0,10,0,0,0,efb4d819dfc23d1b2fc65358fb01e0857d06ef81
0,2023/04/12 04:22:51,4144,svchost.exe,,1052,0,0,C:\Windows\System32\svchost.exe,,,,,,,,,8,0,3559424,15630336,0,0,0,0,0,18,0,0,0,d1c66fbf80d43b70389252f79b7ce3e08e08ce41
0,2023/04/12 04:22:51,11864,AsusSplendid.exe,,3856,0,0,C:\Windows\System32\DriverStore\FileRepository\asussci2.inf_amd64_bf969a2fcea35523\ASUSOptimization\AsusSplendid.exe,,,,,,,,,8,0,2510848,14909440,0,0,0,0,1,6,0,0,0,30c5a2ec12bb00c70e6b38c80f05ac64cc3eba35
0,2023/04/12 04:22:51,5592,svchost.exe,,1052,0,0,C:\Windows\System32\svchost.exe,,,,,,,,,8,0,2592768,12697600,0,0,0,0,0,9,0,0,0,f2e0d6d078375f6d4756e577e916f1ededc6394d
0,2023/04/12 04:22:51,11888,conhost.exe,,11864,0,0,C:\Windows\System32\conhost.exe,,,,,,,,,8,0,5959680,18366464,0,0,0,0,1,5,0,0,0,84af1d94a77dc40646dfcdb2b2e2563ee917c1ca
0,2023/04/12 04:22:51,4844,svchost.exe,,1052,1,0,C:\Windows\System32\svchost.exe,,,,,,,,,8,0,14479360,44978176,0,0,0,0,0,17,0,0,0,e4e625f87bf0b3ba710d58d2fdb0bf74a380087f
0,2023/04/12 04:22:51,5600,svchost.exe,,1052,0,0,C:\Windows\System32\svchost.exe,,,,,,,,,8,0,3121152,17764352,0,0,0,0,0,11,0,0,0,fd714aaf22c1e74d61cb82b6745f3f8f7a4b9696
0,2023/04/12 04:22:51,4228,svchost.exe,,1052,0,0,C:\Windows\System32\svchost.exe,,,,,,,,,8,0,9605120,25903104,0,0,0,0,0,15,0,0,0,d036e03926243f9df8385e91866a6f2919e417f1
0,2023/04/12 04:22:51,4272,svchost.exe,,1052,1,1,C:\Windows\System32\svchost.exe,,,,,,,,,8,0,17838080,45400064,0,0,0,0,0,34,0,0,0,bb7e7468204b33d2ed34d8ec7fb7315c310dbf60
0,2023/04/12 04:22:51,5708,AggregatorHost.exe,,4844,0,0,C:\Windows\System32\AggregatorHost.exe,,,,,,,,,8,0,2023424,10719232,0,0,0,0,0,6,0,0,0,acb21b3158bb889261d5ca7c4291eebdb8dbf675
0,2023/04/12 04:22:51,4852,Intel_PIE_Service.exe,,1052,0,0,C:\Windows\System32\DriverStore\FileRepository\piecomponent.inf_amd64_e72614dff5a8a910\Intel_PIE_Service.exe,,,,,,,,,8,0,2056192,12124160,0,0,0,0,0,7,0,0,0,ca8771370b9b3de61a2a9e2836eb3ee820ec8808
0,2023/04/12 04:22:51,12044,RtkAudUService64.exe,,1912,0,0,C:\Windows\System32\RtkAudUService64.exe,,,,,,,,,6,0,1609728,10113024,0,0,0,0,1,3,0,0,0,248c6fdeb1b271628a0007da90ec2bdd6fe20a17
0,2023/04/12 04:22:51,4944,svchost.exe,,1052,0,0,C:\Windows\System32\svchost.exe,,,,,,,,,8,0,13533184,35106816,0,0,0,0,0,21,0,0,0,d28a871962cde162d1161e83a65161a316ebf4ba
0,2023/04/12 04:22:51,4384,wlanext.exe,,3812,0,0,C:\Windows\System32\wlanext.exe,,,,,,,,,8,0,2191360,11841536,0,0,0,0,0,9,0,0,0,f0a7e0a30e672e89ab004c01e96ab42ed9904224
0,2023/04/12 04:22:51,5892,jhi_service.exe,,1052,0,0,C:\Windows\System32\DriverStore\FileRepository\dal.inf_amd64_ffc75848a6342fdf\jhi_service.exe,,,,,,,,,8,0,1466368,8646656,0,0,0,0,0,6,0,0,0,16fa01f542c4672fe0bfcf5d0a09bb80d9186330
0,2023/04/12 04:22:51,12052,taskhostw.exe,,1912,0,0,C:\Windows\System32\taskhostw.exe,,,,,,,,,8,0,3571712,15908864,0,0,0,0,1,14,0,0,0,eb4e112ad8a896687648254cf9b5eeb75943ff3c
0,2023/04/12 04:22:51,4992,ELANFPService.exe,,1052,0,0,C:\Windows\System32\ELANFPService.exe,,,,,,,,,8,0,1323008,7380992,0,0,0,0,0,7,0,0,0,0f0f7c5c8ffed23483ccfba5ce6118765f3dcddc
0,2023/04/12 04:22:51,4392,svchost.exe,,1052,0,0,C:\Windows\System32\svchost.exe,,,,,,,,,8,0,2113536,10907648,0,0,0,0,0,9,0,0,0,ebe0ae3575b01ed9c5560f4d4065a78143e32bdd
