id_check,key,value
19167,nist_800_53,CM.1
19167,tsc,CC5.2
19168,cis,5.4.1
19168,cis_csc,4.4
19168,pci_dss,8.2.3
19168,tsc,CC6.1
19169,cis,5.4.2
19169,cis_csc,16.7
19169,pci_dss,8.2.5
19169,tsc,CC6.1
19170,cis,5.4.3
19170,cis_csc,16
19170,pci_dss,8.2.5
19170,tsc,CC6.1
19171,cis,5.4.4
19171,cis_csc,16.14
19171,pci_dss,"3.6.1,8.2.1"
19171,tsc,"CC6.1,CC6.7"
19172,cis,5.5.1.2
19172,cis_csc,4.4
19172,pci_dss,8.2.4
19172,tsc,CC6.1
19173,cis,5.5.1.1
19173,cis_csc,"4.4,16"
19173,pci_dss,8.2
19173,tsc,CC6.1
19174,cis,5.5.1.3
19174,cis_csc,4.4
19174,pci_dss,8.2
19174,tsc,CC6.1
19175,cis,5.5.1.4
19175,cis_csc,"4.4,16"
19175,pci_dss,8.2
19175,tsc,CC6.1
19176,cis,5.5.3
19176,cis_csc,14.6
19176,pci_dss,8.2
19176,tsc,CC6.1
19177,cis,5.5.4
19177,cis_csc,14.6
19177,pci_dss,8.2
19177,tsc,CC6.1
19178,cis,5.5.5
19178,cis_csc,16.11
19178,pci_dss,12.3.8
19179,cis,5.7
19179,cis_csc,5.1
19179,pci_dss,10.2.5
19179,hipaa,164.312.b
19179,nist_800_53,"AU.14,AC.7"
19179,tsc,"CC7.2,CC6.1,CC6.8,CC7.3,CC7.4"
19179,gpg_13,7.8
19179,gdpr_IV,"35.7,32.2"
19180,cis,6.1.2
19180,cis_csc,16.4
19180,pci_dss,2.2.4
19180,nist_800_53,CM.1
19180,tsc,CC5.2
19181,cis,6.1.9
19181,cis_csc,16.4
19181,pci_dss,2.2.4
19181,nist_800_53,CM.1
19181,tsc,CC5.2
19182,cis,6.1.6
19182,cis_csc,16.4
19182,pci_dss,2.2.4
19182,nist_800_53,CM.1
19182,tsc,CC5.2
19183,cis,6.1.4
19183,cis_csc,16.4
19183,pci_dss,2.2.4
19183,nist_800_53,CM.1
19183,tsc,CC5.2
19184,cis,6.1.3
19184,cis_csc,16.4
19184,pci_dss,2.2.4
19184,nist_800_53,CM.1
19184,tsc,CC5.2
19185,cis,6.1.7
19185,cis_csc,16.4
19185,pci_dss,2.2.4
19185,nist_800_53,CM.1
19185,tsc,CC5.2
19186,cis,6.1.5
19186,cis_csc,16.4
19186,pci_dss,2.2.4
19186,nist_800_53,CM.1
19186,tsc,CC5.2
19187,cis,6.1.8
19187,cis_csc,16.4
19187,pci_dss,2.2.4
19187,nist_800_53,CM.1
19187,tsc,CC5.2
19188,cis,6.2.2
19188,cis_csc,4.4
19188,pci_dss,8.2
19188,tsc,CC6.1
19189,cis,6.2.11
19189,pci_dss,10.2.5
19189,hipaa,164.312.b
19189,nist_800_53,"AU.14,AC.7"
19189,tsc,"CC7.2,CC6.1,CC6.8,CC7.3,CC7.4"
19189,gpg_13,7.8
19189,gdpr_IV,"35.7,32.2"
19190,cis,6.2.17
19190,cis_csc,14.6
19190,pci_dss,10.2.5
19190,hipaa,164.312.b
19190,nist_800_53,"AU.14,AC.7"
19190,tsc,"CC7.2,CC6.1,CC6.8,CC7.3,CC7.4"
19190,gpg_13,7.8
19190,gdpr_IV,"35.7,32.2"
