scan_id,iface,type,gateway,dhcp,metric,checksum,item_id
0,eth0,ipv4,192.168.64.1,unknown,0,de0943f22e45c1d9a7a1d8727f9349a9f572197e,d4aa8b01955e438235d586585492f3f5edceec1b
