scan_id,scan_time,pid,name,state,ppid,utime,stime,cmd,argvs,euser,ruser,suser,egroup,rgroup,sgroup,fgroup,priority,nice,size,vm_size,resident,share,start_time,pgrp,session,nlwp,tgid,tty,processor,checksum
0,2023/04/12 05:05:13,2052,svchost.exe,,952,0,0,C:\Windows\System32\svchost.exe,,,,,,,,,8,0,1720320,8605696,0,0,0,0,0,6,0,0,0,8acc8eebe092ef739e601ea2411a6c4b43440a54
0,2023/04/12 05:05:13,2056,svchost.exe,,952,0,0,C:\Windows\System32\svchost.exe,,,,,,,,,8,0,1679360,8392704,0,0,0,0,0,7,0,0,0,6af78c4d333e7e8483ab0cbaa055df5a9610cb71
0,2023/04/12 05:05:13,2076,svchost.exe,,952,0,0,C:\Windows\System32\svchost.exe,,,,,,,,,8,0,2285568,10543104,0,0,0,0,0,11,0,0,0,d333919323d0ceb69b241dbe0792d598c720fa7b
0,2023/04/12 05:05:13,2476,svchost.exe,,952,0,0,C:\Windows\System32\svchost.exe,,,,,,,,,8,0,1912832,9269248,0,0,0,0,0,10,0,0,0,e084e4a05fe29350763b07c9ef06793727f882e1
0,2023/04/12 05:05:13,2568,svchost.exe,,952,0,0,C:\Windows\System32\svchost.exe,,,,,,,,,8,0,6361088,26734592,0,0,0,0,0,19,0,0,0,c1c75532e36d09d9432c41e4941d741e05ca61a0
0,2023/04/12 05:05:13,2616,dxgiadaptercache.exe,,2352,0,0,C:\Windows\System32\dxgiadaptercache.exe,,,,,,,,,6,0,3608576,16703488,0,0,0,0,0,10,0,0,0,60d4b4c3f1fd491390143ec56f64fbbdc35cdb89
0,2023/04/12 05:05:13,2808,svchost.exe,,952,0,0,C:\Windows\System32\svchost.exe,,,,,,,,,8,0,2519040,11706368,0,0,0,0,0,11,0,0,0,c36c5088ebdaca987d0c57cc5bee07404988a5d9
0,2023/04/12 05:05:14,1000,svchost.exe,,952,0,0,C:\Windows\System32\svchost.exe,,,,,,,,,8,0,7028736,24203264,0,0,0,0,0,19,0,0,0,de9ad934327e330642028facf7f434711b10c683
0,2023/04/12 05:05:14,2836,svchost.exe,,952,0,0,C:\Windows\System32\svchost.exe,,,,,,,,,8,0,5042176,16248832,0,0,0,0,0,9,0,0,0,67b999c049d65fe051024004c7cf4546fe50dcbd
0,2023/04/12 05:05:14,1040,svchost.exe,,952,0,0,C:\Windows\System32\svchost.exe,,,,,,,,,8,0,3170304,11927552,0,0,0,0,0,15,0,0,0,1464bd7e5e06080c7860d1c4848cb9bf27896869
0,2023/04/12 05:05:14,2852,svchost.exe,,952,0,0,C:\Windows\System32\svchost.exe,,,,,,,,,8,0,2117632,9310208,0,0,0,0,0,11,0,0,0,0df2f52e5df1c85f6f0e72884edd4b06912233f5
0,2023/04/12 05:05:14,1044,fontdrvhost.exe,,872,0,0,C:\Windows\System32\fontdrvhost.exe,,,,,,,,,8,0,1998848,6275072,0,0,0,0,0,9,0,0,0,2749befc2b2e8d7292b91f8765ecc3f12a497c64
0,2023/04/12 05:05:14,1156,svchost.exe,,952,0,0,C:\Windows\System32\svchost.exe,,,,,,,,,8,0,4161536,14749696,0,0,0,0,0,16,0,0,0,d321848f487b17f672d382c3fe4e2c8eab30f62d
0,2023/04/12 05:05:14,4924,svchost.exe,,952,0,0,C:\Windows\System32\svchost.exe,,,,,,,,,8,0,3973120,17743872,0,0,0,0,0,19,0,0,0,54712c646229660b38835630cef7d6a0a6178d7b
0,2023/04/12 05:05:14,1356,dwm.exe,,600,1,0,C:\Windows\System32\dwm.exe,,,,,,,,,13,0,14921728,64196608,0,0,0,0,1,26,0,0,0,2f5513ee09ab4311e0a3999d62517a17d347c773
0,2023/04/12 05:05:14,5020,audiodg.exe,,2728,0,0,C:\Windows\System32\audiodg.exe,,,,,,,,,8,0,8404992,22855680,0,0,0,0,0,8,0,0,0,a76a5113715640e0b8256360f9e0e7ad85e76896
0,2023/04/12 05:05:14,1500,IntelCpHDCPSvc.exe,,952,0,0,C:\Windows\System32\DriverStore\FileRepository\iigd_dch.inf_amd64_535ad830186013d4\IntelCpHDCPSvc.exe,,,,,,,,,8,0,1662976,9650176,0,0,0,0,0,10,0,0,0,3664492228834bf69a7b02d81ba88cb417791dea
0,2023/04/12 05:05:14,5028,svchost.exe,,952,0,0,C:\Windows\System32\svchost.exe,,,,,,,,,8,0,1720320,8069120,0,0,0,0,0,9,0,0,0,80b3fee4e203c528330c6c13853cc90d891436d6
0,2023/04/12 05:05:14,2084,TrustedInstaller.exe,,952,0,0,C:\Windows\servicing\TrustedInstaller.exe,,,,,,,,,8,0,2289664,10072064,0,0,0,0,0,11,0,0,0,249be9f8a44fa8b8813db9e903c6744eba00c16c
