scan_id,scan_time,format,name,priority,section,size,vendor,install_time,version,architecture,multiarch,source,description,location,triaged,cpe,msu_name,checksum,item_id
0,2023/04/12 04:11:22,win,NVIDIA ShadowPlay 3.21.0.36,,,0,NVIDIA Corporation,20221222,3.21.0.36,x86_64,,,,C:\Program Files\NVIDIA Corporation\ShadowPlay,0,,,aa75f7e5a9788b805da35d74063c724fcdfafbe8,0676599aaf2108666ada6095a1a2f0aaa47c18ea
0,2023/04/12 04:11:22,win,NVIDIA Telemetry Client,,,0,NVIDIA Corporation,20221222,14.3.61.0,x86_64,,,,C:\Program Files\NVIDIA Corporation\NvTelemetry,0,,,6fdcdbb7aa8f9016cf1c3a3ca41d9be8cc10c1d8,080993c528cf24681d7b852168d8e1aeddf5cd94
0,2023/04/12 04:11:22,win,Microsoft Edge WebView2 Runtime,,,0,Microsoft Corporation,20230410,112.0.1722.34,i686,,,,C:\Program Files (x86)\Microsoft\EdgeWebView\Application,0,,,86c8ad8b87160dd9d633d6af5a0d3ef5bcc1aeff,12abb6bfea83094b0facd36434e7aab40f5c58be
0,2023/04/12 04:11:22,win,NVIDIA NetworkService Container,,,0,NVIDIA Corporation,20221222,1.27,x86_64,,,,C:\Program Files\NVIDIA Corporation\Installer2\NvContainer.ServiceUser.{3BB2A283-5EAD-4FAD-8D5D-D1E4F545557D},0,,,18a127b06b39ac0d8829bb0f896f7094e84e3782,135376a481abdac4b27dbc615dd5fea62c24eb13
0,2023/04/12 04:11:22,win,NVIDIA NodeJS,,,0,NVIDIA Corporation,20221222,3.21.0.36,x86_64,,,,C:\Program Files (x86)\NVIDIA Corporation\NvNode,0,,,6df37424bb84f79b4122872a599340484b7920db,140184055f6ff029eeda4b3f9c00e05d52f3a387
0,2023/04/12 04:11:23,win,Microsoft Update Health Tools,,,0,Microsoft Corporation,20230314,5.69.0.0,x86_64,,,,,0,,,09a1ca7dfc8fc9e9fcba4066112884020232fd65,16930fd77564a442beb7404c302d16e0536aa739
0,2023/04/12 04:11:23,win,Microsoft Visual C++ 2008 Redistributable - x86 9.0.30729.6161,,,0,Microsoft Corporation,20211104,9.0.30729.6161,i686,,,,,0,,,fd8d72025e67b585122e2c2aa878e48d264acd40,1a32a6869be36ada540ba66cc48af3ed69bffe33
0,2023/04/12 04:11:23,win,NVIDIA Update Core,,,0,NVIDIA Corporation,20221222,38.0.6.0,x86_64,,,,C:\Program Files\NVIDIA Corporation\Installer2\Update.Core.{DA70CAA5-7694-4C02-8EDC-4638E1893C1D},0,,,e06c266739e3f37247115ce6ee493682da3c8c88,1f5e658c67a64d8fdd50cf1a55cd2e96ef9a24f2
0,2023/04/12 04:11:23,win,Snagit 2022,,,0,TechSmith Corporation,20230323,22.1.1,x86_64,,,,C:\Program Files\TechSmith\Snagit 2022\,0,,,50634547a5082b48f8c27ac22a778ba3c08e22ee,2cd13b63e835517861cab821cc5c07f8022a5735
0,2023/04/12 04:11:23,win,Wazuh Agent,,,0,"Wazuh, Inc.",20230320,4.3.10,i686,,,,,0,,,99e7fe9bbb7cd0e1166fef05a9310a43f3dd0e49,346c7a0f5278b7d581cf90c7eac127d2231e59f6
0,2023/04/12 04:11:23,win,NVIDIA SHIELD Streaming,,,0,NVIDIA Corporation,20221222,7.1.29457609,x86_64,,,,C:\Program Files\NVIDIA Corporation\NvStreamSrv,0,,,2cbc5db8e2b3244a562c013f6070d3e7870bd66e,38b699f36c089a36dfde6736b49979ae81ceeb8b
0,2023/04/12 04:11:23,win,Snagit 2022,,,0,TechSmith Corporation,,22.1.1.21427,i686,,,,,0,,,5e32f1b89a138c94dfbf8089607980bb1c305900,3c20fe478b9f182d9b932c0018ff73ef3cf8958e
0,2023/04/12 04:11:23,win,OBS Studio,,,0,OBS Project,,29.0.2,i686,,,,,0,,,6eb302ec4e2b1acffd3378f6ef527588e7dd5835,4212c9d8bd2fda7ebed9f3613c95a453a202ef53
0,2023/04/12 04:11:23,win,Nvidia Share,,,0,NVIDIA Corporation,20221222,3.21.0.36,x86_64,,,,C:\Program Files\NVIDIA Corporation\Installer2\OSC.{D8D312B9-A899-4D53-BD14-86A51CDFEE65},0,,,1a14baedcf0a4c58334b1b25a56a8bb62d64fc15,4405a42021be05856c38bfbde7620cab480dc0e1
